0.0, 5090.0, 5090.0
0.050300002, 9485.0, 14575.0
0.050433334, 5928.0, 20503.0
0.4002556, 8853.0, 29356.0
0.4003445, 618.0, 29974.0
0.40043336, 10273.0, 40247.0
0.4005, 2081.0, 42328.0
0.40043336, 3709.0, 46037.0
0.40077776, 7138.0, 53175.0
0.4146111, 195.0, 53370.0
0.4147, 9722.0, 63092.0
0.06483333, 9.0, 63101.0
0.06483333, 1627.0, 64728.0
0.06477778, 834.0, 65562.0
0.14807779, 91.0, 65653.0
0.14819998, 210.0, 65863.0
0.14823331, 6896.0, 72759.0
0.097755566, 3603.0, 76362.0
0.097955555, 4792.0, 81154.0
0.15311112, 6514.0, 87668.0
0.24366668, 2115.0, 89783.0
0.15318888, 976.0, 90759.0
0.24425557, 455.0, 91214.0
0.08421111, 3258.0, 94472.0
0.123100005, 3051.0, 97523.0
0.028277777, 294.0, 97817.0
0.31966665, 8515.0, 106332.0
0.31996667, 348.0, 106680.0
0.31991112, 11430.0, 118110.0
0.31951112, 879.0, 118989.0
0.31946662, 34.0, 119023.0
0.3199, 3945.0, 122968.0
0.3198111, 543.0, 123511.0
0.31974447, 486.0, 123997.0
0.31960002, 4072.0, 128069.0
0.028077777, 3316.0, 131385.0
0.019488888, 9372.0, 140757.0
0.08448889, 545.0, 141302.0
0.17727776, 484.0, 141786.0
0.17692223, 5278.0, 147064.0
0.17674443, 964.0, 148028.0.
